Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2025-08-18,230.66639709472656,288.2096252441406,231.49000549316406,306.2739562988281,232.41000366210938,411.4578552246094,243.5458984375,66.54815673828125,151.91336059570312,116.55000305175781,727.0679321289062,392.473388671875,202.7441864013672,238.13699340820312,174.96572875976562,290.1195068359375,68.60386657714844,306.95733642578125,151.5059356689453,83.39620971679688,515.286865234375,77.0296859741211,181.99972534179688,154.6386260986328,358.0133361816406,263.8547058105469,306.55596923828125,342.06243896484375,43.63983917236328,100.69999694824219
2025-08-19,230.3367156982422,291.0954895019531,228.00999450683594,305.32635498046875,225.0,414.8979797363281,245.57237243652344,66.35930633544922,150.32115173339844,116.2699966430664,717.5388793945312,404.90289306640625,203.06272888183594,239.95697021484375,176.5044403076172,289.25372314453125,69.59625244140625,309.1747131347656,152.9728240966797,84.0992660522461,507.98260498046875,76.48252868652344,175.63009643554688,157.3000030517578,367.0721740722656,267.788818359375,302.3326110839844,341.7730407714844,44.1805419921875,101.29000091552734
2025-08-20,225.79110717773438,291.98193359375,223.80999755859375,307.62054443359375,225.6199951171875,419.38507080078125,246.02159118652344,66.70719909667969,151.5276641845703,117.04000091552734,716.8425903320312,399.4736633300781,203.3063201904297,241.22000122070312,177.536865234375,290.8260803222656,70.16191101074219,311.3125915527344,153.37921142578125,83.8319091796875,503.9468078613281,75.86573791503906,175.39010620117188,158.4022979736328,366.2740478515625,273.28662109375,297.960205078125,343.2500915527344,44.29851531982422,102.56999969482422
2025-08-21,224.68218994140625,291.3023376464844,221.9499969482422,307.3911437988281,224.4600067138672,416.6928405761719,245.40267944335938,66.61773681640625,153.83193969726562,116.20999908447266,712.1378173828125,395.45648193359375,203.6998291015625,238.08726501464844,177.62620544433594,290.059814453125,70.12222290039062,311.4518127441406,153.01248168945312,85.2380142211914,503.2980041503906,75.78614807128906,174.97012329101562,157.62771606445312,363.01165771484375,273.8144836425781,301.4482116699219,343.0105895996094,44.269020080566406,97.95999908447266
2025-08-22,227.53941345214844,291.6399230957031,228.83999633789062,318.3533630371094,230.1199951171875,434.421875,247.85838317871094,66.91593933105469,156.43287658691406,118.86000061035156,737.939697265625,410.4613342285156,208.76841735839844,240.7625274658203,177.98358154296875,294.80670166015625,69.59625244140625,312.2970275878906,157.3140411376953,86.5154037475586,506.2824401855469,77.97477722167969,177.97996520996094,157.56813049316406,372.0605163574219,275.1789855957031,305.4927062988281,349.3480224609375,43.68899154663086,96.83000183105469
2025-08-25,226.94000244140625,286.4270935058594,227.94000244140625,315.0018310546875,226.8699951171875,431.0615234375,247.43911743164062,66.73702239990234,156.45266723632812,117.70999908447266,734.856201171875,406.59326171875,206.6885223388672,238.1171112060547,177.11000061035156,293.47320556640625,68.40538787841797,311.6705627441406,155.18319702148438,84.47554779052734,503.3179931640625,78.76068878173828,179.79986572265625,155.0656280517578,366.14434814453125,271.2448425292969,302.94873046875,348.13043212890625,43.482540130615234,96.06999969482422
2025-08-26,229.08792114257812,287.5292053222656,228.7100067138672,319.7897033691406,234.8300018310547,430.0245056152344,243.31631469726562,67.9795150756836,155.6219482421875,117.6500015258789,744.9620971679688,405.240966796875,208.51547241210938,241.29957580566406,176.49000549316406,297.1254577636719,68.20691680908203,311.17340087890625,155.90011596679688,84.15867614746094,501.1021423339844,78.2433853149414,181.75975036621094,154.8868865966797,365.6055908203125,269.8006896972656,298.5465087890625,350.4857482910156,43.21710205078125,96.05000305175781
2025-08-27,230.26678466796875,285.9306335449219,229.1199951171875,321.6449890136719,235.6199951171875,431.43048095703125,249.7251434326172,68.02922058105469,157.48118591308594,118.08999633789062,745.67822265625,405.9369812011719,207.28814697265625,243.4974365234375,176.7899932861328,297.8320007324219,68.30615234375,309.6719055175781,155.8602752685547,83.24767303466797,505.7933349609375,77.65642547607422,181.5897674560547,155.87002563476562,366.54339599609375,271.1153869628906,301.9748840332031,349.65740966796875,43.52186584472656,96.08000183105469
2025-08-28,232.33477783203125,283.58734130859375,231.60000610351562,326.1635437011719,236.16000366210938,433.6640625,254.08753967285156,69.01327514648438,157.560302734375,117.63999938964844,747.219970703125,405.1514587402344,207.3818359375,244.382568359375,175.4499969482422,299.6133728027344,67.83972930908203,310.45745849609375,156.8858642578125,82.39608764648438,508.68792724609375,77.51715087890625,180.1598358154297,154.56910705566406,365.32623291015625,269.1931457519531,300.39483642578125,349.1683654785156,43.1876106262207,96.11000061035156
2025-08-29,231.91517639160156,285.6724548339844,229.0,330.4427185058594,234.67999267578125,417.83953857421875,255.8045654296875,68.6753158569336,158.82615661621094,118.37999725341797,745.25,404.47528076171875,205.6485595703125,242.1548614501953,177.1699981689453,299.961669921875,68.46492767333984,311.77001953125,154.86456298828125,83.29718780517578,505.7434387207031,76.97000122070312,174.170166015625,155.94944763183594,364.97705078125,270.418212890625,307.92730712890625,351.0845947265625,43.482540130615234,96.9800033569336
